"LTER_site","local_site","logger","date","year","jday","airtemp_max","flag_airtemp_max","airtemp_min","flag_airtemp_min","airtemp_avg","flag_airtemp_avg","rh_max","flag_rh_max","rh_min","flag_rh_min","rh_avg","flag_rh_avg","bp_max","flag_bp_max","bp_min","flag_bp_min","bp_avg","flag_bp_avg","ws_max","flag_ws_max","ws_min","flag_ws_min","ws_avg","flag_ws_avg","wd","flag_wd","solrad_avg","flag_solrad_avg","solrad_tot","flag_solrad_tot","soiltemp_5cm_avg","flag_soiltemp_5cm_avg","soilmoist_5cm_avg","flag_soilmoist_5cm_avg","airtemp_hmp1_max","flag_airtemp_hmp1_max","airtemp_hmp1_min","flag_airtemp_hmp1_min","airtemp_hmp1_avg","flag_airtemp_hmp1_avg","airtemp_hmp2_max","flag_airtemp_hmp2_max","airtemp_hmp2_min","flag_airtemp_hmp2_min","airtemp_hmp2_avg","flag_airtemp_hmp2_avg","airtemp_hmp3_max","flag_airtemp_hmp3_max","airtemp_hmp3_min","flag_airtemp_hmp3_min","airtemp_hmp3_avg","flag_airtemp_hmp3_avg","rh_hmp1_max","flag_rh_hmp1_max","rh_hmp1_min","flag_rh_hmp1_min","rh_hmp1_avg","flag_rh_hmp1_avg","rh_hmp2_max","flag_rh_hmp2_max","rh_hmp2_min","flag_rh_hmp2_min","rh_hmp2_avg","flag_rh_hmp2_avg","rh_hmp3_max","flag_rh_hmp3_max","rh_hmp3_min","flag_rh_hmp3_min","rh_hmp3_avg","flag_rh_hmp3_avg"
"NWT","d1","cr23x",2004-12-03,2004,338,-5.836,"n",-15.23,"n",-10.7,"n",95.6,"n",45.34,"n",68.99,"n",640.6,"n",636.2,"n",638.5,"n",34.54,"n",7.47,"n",22.16,"n",275.5,"n",NaN,"n",11.53,"n",-9.34,"n",0.067,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-04,2004,339,-2.686,"n",-8.65,"n",-6.445,"n",65.51,"n",21.67,"n",48.35,"n",639.6,"n",632.8,"n",637.1,"n",27.42,"n",0.059,"n",10.43,"n",254.5,"n",NaN,"n",11.56,"n",-7.76,"n",0.068,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-05,2004,340,-6.138,"n",-14.63,"n",-11.6,"n",97.7,"n",29.1,"n",88.3,"n",632.9,"n",627,"n",629.8,"n",31.71,"n",0.216,"n",12.11,"n",268.8,"n",NaN,"n",6.076,"n",-7.91,"n",0.068,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-06,2004,341,-13.4,"n",-16.16,"n",-14.99,"n",94.7,"n",78.8,"n",90.4,"n",632.5,"n",627.2,"n",629,"n",38.26,"n",2.332,"n",18.92,"n",269.2,"n",NaN,"n",7.06,"n",-9.19,"n",0.067,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-07,2004,342,-8.26,"n",-15.89,"n",-11.67,"n",96.9,"n",18.38,"n",64.61,"n",635.1,"n",630.8,"n",633.4,"n",32.46,"n",4.43,"n",18.81,"n",262.6,"n",NaN,"n",11.38,"n",-9.49,"n",0.066,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-08,2004,343,-9.92,"n",-14.24,"n",-12.27,"n",98.3,"n",63.78,"n",93.2,"n",634.3,"n",631.2,"n",632.7,"n",30.65,"n",0.274,"n",17.18,"n",266.8,"n",NaN,"n",7.04,"n",-9.21,"n",0.066,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-09,2004,344,-8.52,"n",-10.91,"n",-9.42,"n",99.2,"n",91.6,"n",97.1,"n",641.6,"n",630.5,"n",636.5,"n",49.94,"n",3.881,"n",25.84,"n",276.2,"n",NaN,"n",3.458,"n",-7.93,"n",0.064,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-10,2004,345,-5.861,"n",-11.11,"n",-7.97,"n",100,"n",95.9,"n",100,"n",647.9,"n",640.6,"n",645.5,"n",38.75,"n",2.666,"n",17.67,"n",275.3,"n",NaN,"n",4.933,"n",-7.45,"n",0.067,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-11,2004,346,-0.453,"n",-6.527,"n",-3.851,"n",100,"n",38.94,"n",68.57,"n",646.5,"n",638.9,"n",642.5,"n",44.79,"n",8.53,"n",26.96,"n",270.2,"n",NaN,"n",9.67,"n",-6.29,"n",0.069,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-12,2004,347,-3.654,"n",-6.503,"n",-5.15,"n",100,"n",63.53,"n",86.1,"n",646.7,"n",642.4,"n",644.7,"n",32.59,"n",1.96,"n",13.95,"n",269.2,"n",NaN,"n",4.449,"n",-5.935,"n",0.069,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-13,2004,348,NaN,"m",-10.19,"n",-6.751,"n",NaN,"m",9.5,"n",49.05,"n",650.6,"n",646.3,"n",649.1,"n",21.78,"n",0.039,"n",5.029,"n",283.9,"n",NaN,"n",6.535,"n",-5.889,"n",0.069,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-14,2004,349,-5.367,"n",-9.79,"n",-7.53,"n",100,"n",74.8,"n",93.2,"n",649.7,"n",643.2,"n",646.9,"n",24.95,"n",3.9,"n",14.75,"n",273,"n",NaN,"n",8.25,"n",-6.259,"n",0.068,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-15,2004,350,-9.35,"n",-13.04,"n",-11.31,"n",100,"n",86.9,"n",95.8,"n",646.2,"n",641.2,"n",643.1,"n",26.38,"n",0.353,"n",10.72,"n",280,"n",NaN,"n",6.418,"n",-6.932,"n",0.068,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-16,2004,351,NaN,"m",-15.86,"n",NaN,"n",NaN,"m",28.25,"n",64.41,"n",650.2,"n",645.8,"n",648.5,"n",19.95,"n",0.039,"n",6.629,"n",291.3,"n",NaN,"n",10.92,"n",-7.23,"n",0.068,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-17,2004,352,-5.026,"n",-10.54,"n",-8.27,"n",88.2,"n",25.66,"n",54.71,"n",649.8,"n",644.5,"n",647.2,"n",24.19,"n",1.803,"n",13.36,"n",292.7,"n",NaN,"n",7.9,"n",-7.57,"n",0.068,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-18,2004,353,-8.41,"n",-12.47,"n",-10.21,"n",97.5,"n",41.42,"n",67.03,"n",648.1,"n",645.5,"n",646.7,"n",24.58,"n",0.882,"n",12.44,"n",284.7,"n",NaN,"n",10.16,"n",-7.92,"n",0.067,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-19,2004,354,-5.089,"n",-10.98,"n",-8.01,"n",99.7,"n",40.28,"n",73.3,"n",647.2,"n",635.8,"n",643.9,"n",37.46,"n",2.293,"n",19.74,"n",276.9,"n",NaN,"n",9.75,"n",-7.87,"n",0.067,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-20,2004,355,-8.73,"n",-15.23,"n",-11.23,"n",97.1,"n",52.37,"n",79.5,"n",637.3,"n",630.5,"n",633.2,"n",42.71,"n",0.294,"n",14.33,"n",272.1,"n",NaN,"n",2.868,"n",-8.36,"n",0.067,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-21,2004,356,NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-22,2004,357,-19.95,"n",-24.64,"n",-21.94,"n",89.1,"n",82.2,"n",86.8,"n",633.2,"n",630.2,"n",631.9,"n",22.42,"n",0.059,"n",6.737,"n",266.8,"n",NaN,"n",NaN,"n",-10.79,"n",0.064,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-23,2004,358,-21.66,"n",NaN,"m",-25.69,"n",86,"n",NaN,"m",73.4,"n",632.7,"n",629,"n",631.1,"n",30.79,"n",0.039,"n",10.15,"n",275.9,"n",NaN,"n",6.112,"n",-12.66,"n",0.062,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-24,2004,359,-8.84,"n",-24.49,"n",-14.14,"n",98.6,"n",20.84,"n",75.7,"n",639.5,"n",631.7,"n",636.4,"n",31.2,"n",3.195,"n",18.48,"n",297.3,"n",NaN,"n",NaN,"n",-12.52,"n",0.063,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-25,2004,360,-7.23,"n",-13.7,"n",-9.84,"n",99,"n",40.85,"n",76.1,"n",641,"n",636.9,"n",639.3,"n",33.18,"n",3.724,"n",18.51,"n",271.2,"n",NaN,"n",10.18,"n",-10.31,"n",0.065,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-26,2004,361,-3.829,"n",-8.75,"n",-6.357,"n",57.14,"n",21.74,"n",41.6,"n",643.1,"n",638.2,"n",640.9,"n",28.58,"n",4.822,"n",16.8,"n",264.1,"n",NaN,"n",9.77,"n",-9.17,"n",0.066,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-27,2004,362,-1.422,"n",-8.9,"n",-4.857,"n",93.1,"n",28.94,"n",50.81,"n",644.9,"n",640.7,"n",643.2,"n",21.93,"n",0.098,"n",8.48,"n",254,"n",NaN,"n",5.771,"n",-7.88,"n",0.066,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-28,2004,363,-5.535,"n",-9.65,"n",-7.89,"n",100,"n",66.24,"n",84.7,"n",642.7,"n",639.5,"n",641.5,"n",31.65,"n",4.508,"n",15.86,"n",270.6,"n",NaN,"n",9.27,"n",-7.69,"n",0.066,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-29,2004,364,-1.059,"n",-8.34,"n",-4.289,"n",100,"n",58.16,"n",82.4,"n",641.8,"n",631.7,"n",637.3,"n",25.83,"n",0.451,"n",9.55,"n",238.8,"n",NaN,"n",4.423,"n",-6.836,"n",0.067,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-30,2004,365,-8.07,"n",-12.87,"n",-11.64,"n",99.3,"n",92.1,"n",96,"n",636.5,"n",626.5,"n",631.6,"n",41.1,"n",0.176,"n",9.49,"n",264.4,"n",NaN,"n",2.311,"n",-7.12,"n",0.067,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2004-12-31,2004,366,-5.087,"n",-12.67,"n",-8.6,"n",96.8,"n",54.01,"n",75.9,"n",639.1,"n",633.7,"n",636.9,"n",25.64,"n",0.078,"n",9.4,"n",246.8,"n",NaN,"n",9.63,"n",-7.46,"n",0.066,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-01,2005,1,-6.366,"n",-13.02,"n",-10.56,"n",97.4,"n",47.87,"n",81.1,"n",639,"n",633,"n",636,"n",25.44,"n",0.059,"n",9.17,"n",247.5,"n",NaN,"n",5.892,"n",-7.73,"n",0.066,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-02,2005,2,-5.732,"n",-12.4,"n",-8.49,"n",65.32,"n",17.59,"n",35.22,"n",641,"n",639,"n",640,"n",21.66,"n",0.902,"n",8.06,"n",241.8,"n",NaN,"n",7.79,"n",-8.28,"n",0.065,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-03,2005,3,-4.294,"n",-11.21,"n",-8.42,"n",96,"n",33.14,"n",66.86,"n",641,"n",638,"n",640,"n",18.68,"n",0.137,"n",7.53,"n",236.5,"n",NaN,"n",11.03,"n",-7.92,"n",0.066,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-04,2005,4,-3.771,"n",-11.43,"n",-7.54,"n",100,"n",63.68,"n",92.1,"n",639,"n",632,"n",635,"n",25.07,"n",0.039,"n",4.588,"n",209.1,"n",NaN,"n",5.224,"n",-7.17,"n",0.067,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-05,2005,5,-9.72,"n",-16.16,"n",-12.99,"n",99,"n",85.1,"n",92.9,"n",633,"n",630,"n",631,"n",28.2,"n",0.039,"n",14.29,"n",275.9,"n",NaN,"n",6.572,"n",-7.48,"n",0.067,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-06,2005,6,-15.18,"n",-18.52,"n",-16.46,"n",93.7,"n",84.6,"n",91,"n",632,"n",624,"n",628,"n",33.85,"n",4.704,"n",20.15,"n",273,"n",NaN,"n",7.1,"n",-9.59,"n",0.065,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-07,2005,7,-8.63,"n",-20.07,"n",-14.73,"n",97.5,"n",25.95,"n",74.3,"n",633,"n",626,"n",630,"n",28.34,"n",3.41,"n",15.2,"n",260.1,"n",NaN,"n",10.38,"n",-10.44,"n",0.064,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-08,2005,8,-7.85,"n",-13.21,"n",-10.25,"n",99.3,"n",87.4,"n",95.6,"n",637,"n",629,"n",635,"n",33.38,"n",0.059,"n",8.63,"n",250.2,"n",NaN,"n",3.655,"n",-9.16,"n",0.065,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-09,2005,9,-5.232,"n",-9.11,"n",-7.45,"n",100,"n",89.5,"n",98.4,"n",642,"n",633,"n",639,"n",32.81,"n",0.098,"n",9.28,"n",246.2,"n",NaN,"n",3.595,"n",-8.04,"n",0.066,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-10,2005,10,-3.61,"n",-7.56,"n",-5.747,"n",100,"n",84.3,"n",98.8,"n",641,"n",636,"n",638,"n",30.42,"n",1.509,"n",12.59,"n",264.6,"n",NaN,"n",5.815,"n",-7.01,"n",0.067,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-11,2005,11,-4.919,"n",-9.22,"n",-7.09,"n",100,"n",85,"n",95.6,"n",636,"n",624,"n",630,"n",28.13,"n",0.176,"n",8.92,"n",246.9,"n",NaN,"n",7.74,"n",-6.762,"n",0.067,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-12,2005,12,-8.36,"n",-18.33,"n",-13.47,"n",100,"n",78.8,"n",93.1,"n",631,"n",623,"n",627,"n",39.49,"n",0.098,"n",11.83,"n",283.9,"n",NaN,"n",9,"n",-7.49,"n",0.066,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-13,2005,13,-15.73,"n",-18.58,"n",-17.09,"n",92.9,"n",73.3,"n",88.5,"n",638,"n",630,"n",634,"n",36.16,"n",2.47,"n",18.18,"n",269,"n",NaN,"n",7.4,"n",-9.9,"n",0.065,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-14,2005,14,-12.05,"n",-16.61,"n",-14.76,"n",86.4,"n",48.03,"n",67.74,"n",641,"n",633,"n",638,"n",45.75,"n",5.547,"n",19.3,"n",267.3,"n",NaN,"n",12.09,"n",-10.72,"n",0.064,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-15,2005,15,-10.88,"n",-15.96,"n",-13.6,"n",94.6,"n",32.32,"n",80.7,"n",647,"n",638,"n",642,"n",35.04,"n",3.802,"n",19.8,"n",268.4,"n",NaN,"n",13.4,"n",-10.67,"n",0.064,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-16,2005,16,-7.05,"n",-12.17,"n",-9.3,"n",100,"n",29.56,"n",85.7,"n",647,"n",644,"n",645,"n",30.95,"n",6.684,"n",20.92,"n",267,"n",NaN,"n",7.35,"n",-9.71,"n",0.065,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-17,2005,17,-8.12,"n",-11.85,"n",-9.48,"n",100,"n",88.7,"n",98.6,"n",647,"n",645,"n",646,"n",24.97,"n",2.862,"n",13.95,"n",278,"n",NaN,"n",5.31,"n",-8.61,"n",0.065,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-18,2005,18,-2.754,"n",-10.68,"n",-6.774,"n",100,"n",46.1,"n",84.7,"n",651,"n",645,"n",648,"n",29.62,"n",5.939,"n",18.11,"n",281.6,"n",NaN,"n",6.531,"n",-8.25,"n",0.066,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr23x",2005-01-19,2005,19,NaN,"m",-6.696,"n",-4.243,"n",100,"n",34.57,"n",80.5,"n",651,"n",649,"n",650,"n",29.62,"n",2.568,"n",15.85,"n",286.3,"n",NaN,"n",12.36,"n",-6.905,"n",0.067,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
