"LTER_site","local_site","logger","date","airtemp_max","airtemp_min","airtemp_avg","Year","Month","airtemp_max_interpolated","airtemp_min_interpolated","airtemp_avg_interpolated"
"NWT","d1","cr23x",2010-01-09,-4.441,-13.29,-9.08,2010,1,-4.441,-13.29,-9.08
"NWT","d1","cr23x",2010-01-10,0.51,-10.84,-6.845,2010,1,0.51,-10.84,-6.845
"NWT","d1","cr23x",2010-01-11,3.226,-7.61,-2.434,2010,1,3.226,-7.61,-2.434
"NWT","d1","cr23x",2010-01-12,NA,-6.877,-3.016,2010,1,-0.0149999999999997,-6.877,-3.016
"NWT","d1","cr23x",2010-01-13,-3.256,-9.92,-7.25,2010,1,-3.256,-9.92,-7.25
"NWT","d1","cr23x",2010-01-14,-4.045,-11.71,-8.04,2010,1,-4.045,-11.71,-8.04
"NWT","d1","cr23x",2010-01-15,-6.79,-15.02,-10.45,2010,1,-6.79,-15.02,-10.45
"NWT","d1","cr23x",2010-01-16,-0.215,-8.95,-4.631,2010,1,-0.215,-8.95,-4.631
"NWT","d1","cr23x",2010-01-17,-2.94,-9.46,-6.717,2010,1,-2.94,-9.46,-6.717
"NWT","d1","cr23x",2010-01-18,-5.779,-10.13,-8.65,2010,1,-5.779,-10.13,-8.65
"NWT","d1","cr23x",2010-01-19,-7.21,-14.29,-10.5,2010,1,-7.21,-14.29,-10.5
"NWT","d1","cr23x",2010-01-20,-7.29,-14.56,-11.96,2010,1,-7.29,-14.56,-11.96
"NWT","d1","cr23x",2010-01-21,-3.726,-14.55,-9.04,2010,1,-3.726,-14.55,-9.04
"NWT","d1","cr23x",2010-01-22,-2.466,-14.4,-8.92,2010,1,-2.466,-14.4,-8.92
"NWT","d1","cr23x",2010-01-23,-13.42,-17.91,-15.73,2010,1,-13.42,-17.91,-15.73
"NWT","d1","cr23x",2010-01-24,-16.88,-19,-17.79,2010,1,-16.88,-19,-17.79
"NWT","d1","cr23x",2010-01-25,-12.42,-19.67,-16.81,2010,1,-12.42,-19.67,-16.81
"NWT","d1","cr23x",2010-01-26,-7.08,-12.95,-9.7,2010,1,-7.08,-12.95,-9.7
"NWT","d1","cr23x",2010-01-27,-7.45,-13.44,-10.92,2010,1,-7.45,-13.44,-10.92
"NWT","d1","cr23x",2010-01-28,-4.588,-13.44,-8.99,2010,1,-4.588,-13.44,-8.99
"NWT","d1","cr23x",2010-01-29,-1.717,-12.79,-9.43,2010,1,-1.717,-12.79,-9.43
"NWT","d1","cr23x",2010-01-30,-2.808,-10.91,-6.292,2010,1,-2.808,-10.91,-6.292
"NWT","d1","cr23x",2010-01-31,-5.662,-16.02,-11.21,2010,1,-5.662,-16.02,-11.21
"NWT","d1","cr23x",2010-02-01,-14.07,-16.38,-15.4,2010,2,-14.07,-16.38,-15.4
"NWT","d1","cr23x",2010-02-02,-6.543,-15.65,-10.15,2010,2,-6.543,-15.65,-10.15
"NWT","d1","cr23x",2010-02-03,-5.534,-11.33,-9.19,2010,2,-5.534,-11.33,-9.19
"NWT","d1","cr23x",2010-02-04,-8.98,-15.56,-13.03,2010,2,-8.98,-15.56,-13.03
"NWT","d1","cr23x",2010-02-05,-9.75,-15.72,-12.52,2010,2,-9.75,-15.72,-12.52
"NWT","d1","cr23x",2010-02-06,-8.6,-12.79,-11.03,2010,2,-8.6,-12.79,-11.03
"NWT","d1","cr23x",2010-02-07,-8.9,-15.31,-12.6,2010,2,-8.9,-15.31,-12.6
"NWT","d1","cr23x",2010-02-08,-13.2,-17.91,-15.74,2010,2,-13.2,-17.91,-15.74
"NWT","d1","cr23x",2010-02-09,-7.04,-18.07,-15.47,2010,2,-7.04,-18.07,-15.47
"NWT","d1","cr23x",2010-02-10,-12.21,-16.71,-14.99,2010,2,-12.21,-16.71,-14.99
"NWT","d1","cr23x",2010-02-11,-13.17,-16.74,-15.55,2010,2,-13.17,-16.74,-15.55
"NWT","d1","cr23x",2010-02-12,-11.7,-16.35,-13.89,2010,2,-11.7,-16.35,-13.89
"NWT","d1","cr23x",2010-02-13,-11.87,-15.48,-13.66,2010,2,-11.87,-15.48,-13.66
"NWT","d1","cr23x",2010-02-14,-15.05,-19.97,-17.35,2010,2,-15.05,-19.97,-17.35
"NWT","d1","cr23x",2010-02-15,-12.68,-20.24,-16.09,2010,2,-12.68,-20.24,-16.09
"NWT","d1","cr23x",2010-02-16,-12.01,-17.08,-14.36,2010,2,-12.01,-17.08,-14.36
"NWT","d1","cr23x",2010-02-17,-8.03,-15.12,-11.9,2010,2,-8.03,-15.12,-11.9
"NWT","d1","cr23x",2010-02-18,-9.42,-15.53,-12.02,2010,2,-9.42,-15.53,-12.02
"NWT","d1","cr23x",2010-02-19,-11.74,-16.55,-13.88,2010,2,-11.74,-16.55,-13.88
"NWT","d1","cr23x",2010-02-20,-8.05,-15.58,-12.27,2010,2,-8.05,-15.58,-12.27
"NWT","d1","cr23x",2010-02-21,-8.31,-17.16,-14.39,2010,2,-8.31,-17.16,-14.39
"NWT","d1","cr23x",2010-02-22,-15.87,-21.23,-18.35,2010,2,-15.87,-21.23,-18.35
"NWT","d1","cr23x",2010-02-23,-12.52,-20.53,-15.79,2010,2,-12.52,-20.53,-15.79
"NWT","d1","cr23x",2010-02-24,-8.27,-14.68,-11.83,2010,2,-8.27,-14.68,-11.83
"NWT","d1","cr23x",2010-02-25,1.111,-15.2,-13,2010,2,1.111,-15.2,-13
"NWT","d1","cr23x",2010-02-26,-12.06,-16.28,-14.29,2010,2,-12.06,-16.28,-14.29
"NWT","d1","cr23x",2010-02-27,-2.448,-13.55,-6.133,2010,2,-2.448,-13.55,-6.133
"NWT","d1","cr23x",2010-02-28,-5.758,-11.01,-8.81,2010,2,-5.758,-11.01,-8.81
"NWT","d1","cr23x",2010-03-01,-6.872,-12.54,-10.57,2010,3,-6.872,-12.54,-10.57
"NWT","d1","cr23x",2010-03-02,-3.025,-12.77,-7.56,2010,3,-3.025,-12.77,-7.56
"NWT","d1","cr23x",2010-03-03,-2.713,-10.94,-7.59,2010,3,-2.713,-10.94,-7.59
"NWT","d1","cr23x",2010-03-04,-2.582,-10.95,-7.22,2010,3,-2.582,-10.95,-7.22
"NWT","d1","cr23x",2010-03-05,-6.326,-14.43,-11.82,2010,3,-6.326,-14.43,-11.82
"NWT","d1","cr23x",2010-03-06,0.776,-11.73,-8.51,2010,3,0.776,-11.73,-8.51
"NWT","d1","cr23x",2010-03-07,1.36,-8.96,-4.716,2010,3,1.36,-8.96,-4.716
"NWT","d1","cr23x",2010-03-08,-4.673,-11.35,-7.94,2010,3,-4.673,-11.35,-7.94
"NWT","d1","cr23x",2010-03-09,-5.523,-12.58,-10.14,2010,3,-5.523,-12.58,-10.14
"NWT","d1","cr23x",2010-03-10,-7.82,-14.34,-11.76,2010,3,-7.82,-14.34,-11.76
"NWT","d1","cr23x",2010-03-11,-11.34,-16.42,-14.86,2010,3,-11.34,-16.42,-14.86
"NWT","d1","cr23x",2010-03-12,-6.768,-16.61,-11.12,2010,3,-6.768,-16.61,-11.12
"NWT","d1","cr23x",2010-03-13,0.263,-10.14,-6.812,2010,3,0.263,-10.14,-6.812
"NWT","d1","cr23x",2010-03-14,-8.05,-12.64,-10.01,2010,3,-8.05,-12.64,-10.01
"NWT","d1","cr23x",2010-03-15,3.391,-12.23,-6.788,2010,3,3.391,-12.23,-6.788
"NWT","d1","cr23x",2010-03-16,-2.136,-10.28,-5.679,2010,3,-2.136,-10.28,-5.679
"NWT","d1","cr23x",2010-03-17,3.364,-5.861,-1.775,2010,3,3.364,-5.861,-1.775
"NWT","d1","cr23x",2010-03-18,0.977,-11.59,-4.13,2010,3,0.977,-11.59,-4.13
"NWT","d1","cr23x",2010-03-19,-11.23,-22.14,-16.98,2010,3,-11.23,-22.14,-16.98
"NWT","d1","cr23x",2010-03-20,-12.32,-22.17,-17.36,2010,3,-12.32,-22.17,-17.36
"NWT","d1","cr23x",2010-03-21,-3.611,-12.98,-7.59,2010,3,-3.611,-12.98,-7.59
"NWT","d1","cr23x",2010-03-22,-1.449,-9.01,-5.96,2010,3,-1.449,-9.01,-5.96
"NWT","d1","cr23x",2010-03-23,-6.337,-15.3,-10.16,2010,3,-6.337,-15.3,-10.16
"NWT","d1","cr23x",2010-03-24,-4.806,-15.69,-12.4,2010,3,-4.806,-15.69,-12.4
"NWT","d1","cr23x",2010-03-25,-5.309,-13.27,-9.13,2010,3,-5.309,-13.27,-9.13
"NWT","d1","cr23x",2010-03-26,-3.793,-13.24,-10.09,2010,3,-3.793,-13.24,-10.09
"NWT","d1","cr23x",2010-03-27,-9.38,-14.83,-12.41,2010,3,-9.38,-14.83,-12.41
"NWT","d1","cr23x",2010-03-28,-5.184,-13.53,-8.78,2010,3,-5.184,-13.53,-8.78
"NWT","d1","cr23x",2010-03-29,-0.763,-9.38,-4.528,2010,3,-0.763,-9.38,-4.528
"NWT","d1","cr23x",2010-03-30,4.988,-4.269,-0.074,2010,3,4.988,-4.269,-0.074
"NWT","d1","cr23x",2010-03-31,2.824,-4.755,-1.222,2010,3,2.824,-4.755,-1.222
"NWT","d1","cr23x",2010-04-01,-2.351,-17.82,-8.97,2010,4,-2.351,-17.82,-8.97
"NWT","d1","cr23x",2010-04-02,-13.35,-19.54,-16.31,2010,4,-13.35,-19.54,-16.31
"NWT","d1","cr23x",2010-04-03,-9.92,-15.09,-11.75,2010,4,-9.92,-15.09,-11.75
"NWT","d1","cr23x",2010-04-04,-3.655,-11.44,-8.14,2010,4,-3.655,-11.44,-8.14
"NWT","d1","cr23x",2010-04-05,-2.447,-8.89,-5.41,2010,4,-2.447,-8.89,-5.41
"NWT","d1","cr23x",2010-04-06,-6.635,-15.97,-13.9,2010,4,-6.635,-15.97,-13.9
"NWT","d1","cr23x",2010-04-07,-7.66,-15.45,-12.52,2010,4,-7.66,-15.45,-12.52
"NWT","d1","cr23x",2010-04-08,-3.05,-14.16,-7.59,2010,4,-3.05,-14.16,-7.59
"NWT","d1","cr23x",2010-04-09,7.15,-7.52,-3.363,2010,4,7.15,-7.52,-3.363
"NWT","d1","cr23x",2010-04-10,2.17,-6.432,-2.632,2010,4,2.17,-6.432,-2.632
"NWT","d1","cr23x",2010-04-11,7.17,-2.977,0.346,2010,4,7.17,-2.977,0.346
"NWT","d1","cr23x",2010-04-12,5.79,-1.477,1.184,2010,4,5.79,-1.477,1.184
"NWT","d1","cr23x",2010-04-13,-0.44,-10.66,-7.16,2010,4,-0.44,-10.66,-7.16
"NWT","d1","cr23x",2010-04-14,4.093,-10.31,-3.786,2010,4,4.093,-10.31,-3.786
"NWT","d1","cr23x",2010-04-15,4.141,-4.693,-1.711,2010,4,4.141,-4.693,-1.711
"NWT","d1","cr23x",2010-04-16,0.286,-5.31,-3.196,2010,4,0.286,-5.31,-3.196
"NWT","d1","cr23x",2010-04-17,0.101,-4.707,-2.996,2010,4,0.101,-4.707,-2.996
"NWT","d1","cr23x",2010-04-18,3.95,-4.945,-1.471,2010,4,3.95,-4.945,-1.471
"NWT","d1","cr23x",2010-04-19,5.218,-3.411,-0.008,2010,4,5.218,-3.411,-0.008
"NWT","d1","cr23x",2010-04-20,4.361,-2.237,-0.207,2010,4,4.361,-2.237,-0.207
"NWT","d1","cr23x",2010-04-21,3.782,-2.936,-0.407,2010,4,3.782,-2.936,-0.407
"NWT","d1","cr23x",2010-04-22,0.831,-7.94,-4.155,2010,4,0.831,-7.94,-4.155
"NWT","d1","cr23x",2010-04-23,-7.2,-9.82,-8.24,2010,4,-7.2,-9.82,-8.24
"NWT","d1","cr23x",2010-04-24,-5.655,-10.84,-8.22,2010,4,-5.655,-10.84,-8.22
"NWT","d1","cr23x",2010-04-25,-4.546,-7.86,-6.587,2010,4,-4.546,-7.86,-6.587
"NWT","d1","cr23x",2010-04-26,-6.893,-12.51,-8.83,2010,4,-6.893,-12.51,-8.83
"NWT","d1","cr23x",2010-04-27,2.94,-7.29,-2.332,2010,4,2.94,-7.29,-2.332
"NWT","d1","cr23x",2010-04-28,2.486,-6.246,-0.67,2010,4,2.486,-6.246,-0.67
"NWT","d1","cr23x",2010-04-29,-5.913,-15.04,-11.55,2010,4,-5.913,-15.04,-11.55
"NWT","d1","cr23x",2010-04-30,-9.28,-14.89,-12.52,2010,4,-9.28,-14.89,-12.52
"NWT","d1","cr23x",2010-05-01,-7.38,-13.36,-10.83,2010,5,-7.38,-13.36,-10.83
"NWT","d1","cr23x",2010-05-02,-4.813,-12.34,-9.29,2010,5,-4.813,-12.34,-9.29
"NWT","d1","cr23x",2010-05-03,-4.333,-12.31,-7.76,2010,5,-4.333,-12.31,-7.76
"NWT","d1","cr23x",2010-05-04,-1.789,-8.13,-4.324,2010,5,-1.789,-8.13,-4.324
"NWT","d1","cr23x",2010-05-05,4.289,-8.13,-1.099,2010,5,4.289,-8.13,-1.099
"NWT","d1","cr23x",2010-05-06,11.78,-12.16,-4.947,2010,5,11.78,-12.16,-4.947
"NWT","d1","cr23x",2010-05-07,-4.071,-14.97,-11.03,2010,5,-4.071,-14.97,-11.03
"NWT","d1","cr23x",2010-05-08,1.337,-12.91,-4.346,2010,5,1.337,-12.91,-4.346
"NWT","d1","cr23x",2010-05-09,6.227,-3.479,0.798,2010,5,6.227,-3.479,0.798
"NWT","d1","cr23x",2010-05-10,0.657,-6.858,-4.128,2010,5,0.657,-6.858,-4.128
"NWT","d1","cr23x",2010-05-11,-3.205,-9.57,-6.192,2010,5,-3.205,-9.57,-6.192
"NWT","d1","cr23x",2010-05-12,-3.481,-12.08,-8.4,2010,5,-3.481,-12.08,-8.4
"NWT","d1","cr23x",2010-05-13,-2.976,-10.29,-6.792,2010,5,-2.976,-10.29,-6.792
"NWT","d1","cr23x",2010-05-14,2.732,-7.24,-4.094,2010,5,2.732,-7.24,-4.094
"NWT","d1","cr23x",2010-05-15,-2.628,-6.65,-5.036,2010,5,-2.628,-6.65,-5.036
"NWT","d1","cr23x",2010-05-16,2.552,-6.496,-2.631,2010,5,2.552,-6.496,-2.631
"NWT","d1","cr23x",2010-05-17,7.26,-2.418,1.341,2010,5,7.26,-2.418,1.341
"NWT","d1","cr23x",2010-05-18,4.921,-5.256,0.385,2010,5,4.921,-5.256,0.385
"NWT","d1","cr23x",2010-05-19,-1.342,-5.55,-3.509,2010,5,-1.342,-5.55,-3.509
"NWT","d1","cr23x",2010-05-20,3.954,-3.65,-0.156,2010,5,3.954,-3.65,-0.156
"NWT","d1","cr23x",2010-05-21,7.81,0.033,3.777,2010,5,7.81,0.033,3.777
"NWT","d1","cr23x",2010-05-22,7.76,1.535,4.588,2010,5,7.76,1.535,4.588
"NWT","d1","cr23x",2010-05-23,3.898,-5.32,0.272,2010,5,3.898,-5.32,0.272
"NWT","d1","cr23x",2010-05-24,3.804,-10.36,-3.6,2010,5,3.804,-10.36,-3.6
"NWT","d1","cr23x",2010-05-25,1.055,-7.89,-2.404,2010,5,1.055,-7.89,-2.404
"NWT","d1","cr23x",2010-05-26,5.981,-2.393,2.647,2010,5,5.981,-2.393,2.647
"NWT","d1","cr23x",2010-05-27,12.77,2.71,8.33,2010,5,12.77,2.71,8.33
"NWT","d1","cr23x",2010-05-28,15.38,5.859,9.88,2010,5,15.38,5.859,9.88
"NWT","d1","cr23x",2010-05-29,11.79,-2.979,5.245,2010,5,11.79,-2.979,5.245
"NWT","d1","cr23x",2010-05-30,7.2,-4.721,1.319,2010,5,7.2,-4.721,1.319
"NWT","d1","cr23x",2010-05-31,9.74,-0.769,3.922,2010,5,9.74,-0.769,3.922
"NWT","d1","cr23x",2010-06-01,9.12,-1.086,4.464,2010,6,9.12,-1.086,4.464
"NWT","d1","cr23x",2010-06-02,20.55,-1.135,1.526,2010,6,20.55,-1.135,1.526
"NWT","d1","cr23x",2010-06-03,7.11,1.848,4.342,2010,6,7.11,1.848,4.342
"NWT","d1","cr23x",2010-06-04,12.42,4.431,8.34,2010,6,12.42,4.431,8.34
"NWT","d1","cr23x",2010-06-05,12.6,6.414,8.83,2010,6,12.6,6.414,8.83
"NWT","d1","cr23x",2010-06-06,15.48,5.608,10.31,2010,6,15.48,5.608,10.31
"NWT","d1","cr23x",2010-06-07,16.93,5.354,11.58,2010,6,16.93,5.354,11.58
"NWT","d1","cr23x",2010-06-08,11.92,2.789,6.422,2010,6,11.92,2.789,6.422
"NWT","d1","cr23x",2010-06-09,15.47,6.674,10.59,2010,6,15.47,6.674,10.59
"NWT","d1","cr23x",2010-06-10,11.7,4.169,8.31,2010,6,11.7,4.169,8.31
"NWT","d1","cr23x",2010-06-11,7.23,0.112,3.151,2010,6,7.23,0.112,3.151
"NWT","d1","cr23x",2010-06-12,1.442,-2.4,-1.017,2010,6,1.442,-2.4,-1.017
"NWT","d1","cr23x",2010-06-13,2.404,-2.66,-1.102,2010,6,2.404,-2.66,-1.102
"NWT","d1","cr23x",2010-06-14,1.194,-3.091,-1.505,2010,6,1.194,-3.091,-1.505
"NWT","d1","cr23x",2010-06-15,9.35,-2.792,3.297,2010,6,9.35,-2.792,3.297
"NWT","d1","cr23x",2010-06-16,12.59,3.8,8.04,2010,6,12.59,3.8,8.04
"NWT","d1","cr23x",2010-06-17,10.41,-1.185,4.373,2010,6,10.41,-1.185,4.373
"NWT","d1","cr23x",2010-06-18,13.56,3.659,7.99,2010,6,13.56,3.659,7.99
"NWT","d1","cr23x",2010-06-19,15.59,6.262,10.15,2010,6,15.59,6.262,10.15
"NWT","d1","cr23x",2010-06-20,13.57,6.273,9.38,2010,6,13.57,6.273,9.38
"NWT","d1","cr23x",2010-06-21,13.92,5.646,9.29,2010,6,13.92,5.646,9.29
"NWT","d1","cr23x",2010-06-22,15.1,5.558,9.52,2010,6,15.1,5.558,9.52
"NWT","d1","cr23x",2010-06-23,12.17,2.889,7.11,2010,6,12.17,2.889,7.11
"NWT","d1","cr23x",2010-06-24,NA,6.736,11.22,2010,6,12.8533333333333,6.736,11.22
"NWT","d1","cr23x",2010-06-25,NA,5.352,11.05,2010,6,13.5366666666667,5.352,11.05
"NWT","d1","cr23x",2010-06-26,14.22,3.799,7.67,2010,6,14.22,3.799,7.67
"NWT","d1","cr23x",2010-06-27,14.02,4.385,7.91,2010,6,14.02,4.385,7.91
"NWT","d1","cr23x",2010-06-28,15.33,5.562,9.3,2010,6,15.33,5.562,9.3
"NWT","d1","cr23x",2010-06-29,14.34,5.332,9.55,2010,6,14.34,5.332,9.55
"NWT","d1","cr23x",2010-06-30,14.66,6.397,9.82,2010,6,14.66,6.397,9.82
"NWT","d1","cr23x",2010-07-01,NA,4.742,8.99,2010,7,14.565,4.742,8.99
"NWT","d1","cr23x",2010-07-02,14.47,5.795,8.85,2010,7,14.47,5.795,8.85
"NWT","d1","cr23x",2010-07-03,14.64,5.788,9.98,2010,7,14.64,5.788,9.98
"NWT","d1","cr23x",2010-07-04,11.37,-0.708,5.37,2010,7,11.37,-0.708,5.37
"NWT","d1","cr23x",2010-07-05,10.54,-1.876,4.493,2010,7,10.54,-1.876,4.493
"NWT","d1","cr23x",2010-07-06,14.45,2.7,7.97,2010,7,14.45,2.7,7.97
"NWT","d1","cr23x",2010-07-07,9.56,1.161,3.668,2010,7,9.56,1.161,3.668
"NWT","d1","cr23x",2010-07-08,11,1.54,5.073,2010,7,11,1.54,5.073
"NWT","d1","cr23x",2010-07-09,12.48,3.504,7.17,2010,7,12.48,3.504,7.17
"NWT","d1","cr23x",2010-07-10,10.83,5.273,7.23,2010,7,10.83,5.273,7.23
"NWT","d1","cr23x",2010-07-11,11.85,3.148,6.499,2010,7,11.85,3.148,6.499
"NWT","d1","cr23x",2010-07-12,12.84,3.095,8.19,2010,7,12.84,3.095,8.19
"NWT","d1","cr23x",2010-07-13,16.94,8.39,11.77,2010,7,16.94,8.39,11.77
"NWT","d1","cr23x",2010-07-14,15.37,7.33,10.54,2010,7,15.37,7.33,10.54
"NWT","d1","cr23x",2010-07-15,15.08,7.26,11.09,2010,7,15.08,7.26,11.09
"NWT","d1","cr23x",2010-07-16,17.98,8.98,12.6,2010,7,17.98,8.98,12.6
"NWT","d1","cr23x",2010-07-17,19.79,7.8,13.5,2010,7,19.79,7.8,13.5
"NWT","d1","cr23x",2010-07-18,17.9,8.03,11.78,2010,7,17.9,8.03,11.78
"NWT","d1","cr23x",2010-07-19,NA,7.12,11.81,2010,7,16.985,7.12,11.81
"NWT","d1","cr23x",2010-07-20,16.07,7.35,10.46,2010,7,16.07,7.35,10.46
"NWT","d1","cr23x",2010-07-21,14.47,6.031,9.07,2010,7,14.47,6.031,9.07
"NWT","d1","cr23x",2010-07-22,14.67,7.19,9.94,2010,7,14.67,7.19,9.94
"NWT","d1","cr23x",2010-07-23,15.72,6.809,10.85,2010,7,15.72,6.809,10.85
"NWT","d1","cr23x",2010-07-24,15.51,4.374,9.78,2010,7,15.51,4.374,9.78
"NWT","d1","cr23x",2010-07-25,16.23,8.58,11.3,2010,7,16.23,8.58,11.3
"NWT","d1","cr23x",2010-07-26,17.61,9.21,12.82,2010,7,17.61,9.21,12.82
"NWT","d1","cr23x",2010-07-27,15.77,7.94,10.76,2010,7,15.77,7.94,10.76
"NWT","d1","cr23x",2010-07-28,14.35,6.924,9.4,2010,7,14.35,6.924,9.4
"NWT","d1","cr23x",2010-07-29,15.56,7.05,9.7,2010,7,15.56,7.05,9.7
"NWT","d1","cr23x",2010-07-30,14.32,6.456,9.29,2010,7,14.32,6.456,9.29
"NWT","d1","cr23x",2010-07-31,15.21,6.073,10.12,2010,7,15.21,6.073,10.12
"NWT","d1","cr23x",2010-08-01,14.12,7.03,9.49,2010,8,14.12,7.03,9.49
"NWT","d1","cr23x",2010-08-02,12.07,5.359,7.82,2010,8,12.07,5.359,7.82
"NWT","d1","cr23x",2010-08-03,15.2,3.705,9.15,2010,8,15.2,3.705,9.15
"NWT","d1","cr23x",2010-08-04,14.33,4.467,8.02,2010,8,14.33,4.467,8.02
"NWT","d1","cr23x",2010-08-05,12.08,4.756,7.32,2010,8,12.08,4.756,7.32
"NWT","d1","cr23x",2010-08-06,15.48,5.321,8.64,2010,8,15.48,5.321,8.64
"NWT","d1","cr23x",2010-08-07,16,5.122,9.5,2010,8,16,5.122,9.5
"NWT","d1","cr23x",2010-08-08,12.73,4.978,8.21,2010,8,12.73,4.978,8.21
"NWT","d1","cr23x",2010-08-09,11.21,5.047,7.66,2010,8,11.21,5.047,7.66
"NWT","d1","cr23x",2010-08-10,13.25,4.159,8.18,2010,8,13.25,4.159,8.18
"NWT","d1","cr23x",2010-08-11,14.52,3.058,8.48,2010,8,14.52,3.058,8.48
"NWT","d1","cr23x",2010-08-12,11.95,3.256,8.03,2010,8,11.95,3.256,8.03
"NWT","d1","cr23x",2010-08-13,13.37,2.305,7.62,2010,8,13.37,2.305,7.62
"NWT","d1","cr23x",2010-08-14,15.08,3.905,7.95,2010,8,15.08,3.905,7.95
"NWT","d1","cr23x",2010-08-15,15.4,3.215,9.14,2010,8,15.4,3.215,9.14
"NWT","d1","cr23x",2010-08-16,13.8,3.693,7.95,2010,8,13.8,3.693,7.95
"NWT","d1","cr23x",2010-08-17,12.63,3.93,8.12,2010,8,12.63,3.93,8.12
"NWT","d1","cr23x",2010-08-18,17.53,7.4,11.6,2010,8,17.53,7.4,11.6
"NWT","d1","cr23x",2010-08-19,9.64,1.246,5.779,2010,8,9.64,1.246,5.779
"NWT","d1","cr23x",2010-08-20,12.52,1.905,6.645,2010,8,12.52,1.905,6.645
"NWT","d1","cr23x",2010-08-21,15.25,5.846,10.26,2010,8,15.25,5.846,10.26
"NWT","d1","cr23x",2010-08-22,18.29,7.88,11.19,2010,8,18.29,7.88,11.19
"NWT","d1","cr23x",2010-08-23,13.04,3.351,7.39,2010,8,13.04,3.351,7.39
"NWT","d1","cr23x",2010-08-24,11.71,2.364,6.233,2010,8,11.71,2.364,6.233
"NWT","d1","cr23x",2010-08-25,15.53,5.907,9.86,2010,8,15.53,5.907,9.86
"NWT","d1","cr23x",2010-08-26,17.14,8.27,11.63,2010,8,17.14,8.27,11.63
"NWT","d1","cr23x",2010-08-27,15.89,7.48,10.42,2010,8,15.89,7.48,10.42
"NWT","d1","cr23x",2010-08-28,13.78,5.251,8.51,2010,8,13.78,5.251,8.51
"NWT","d1","cr23x",2010-08-29,14.57,3.529,8.24,2010,8,14.57,3.529,8.24
"NWT","d1","cr23x",2010-08-30,9.12,2.712,6.091,2010,8,9.12,2.712,6.091
"NWT","d1","cr23x",2010-08-31,9.09,2.604,5.16,2010,8,9.09,2.604,5.16
"NWT","d1","cr23x",2010-09-01,11.36,2.642,5.817,2010,9,11.36,2.642,5.817
"NWT","d1","cr23x",2010-09-02,10.18,-0.475,3.908,2010,9,10.18,-0.475,3.908
"NWT","d1","cr23x",2010-09-03,12.59,3.128,7.61,2010,9,12.59,3.128,7.61
"NWT","d1","cr23x",2010-09-04,13.72,6.246,9.22,2010,9,13.72,6.246,9.22
"NWT","d1","cr23x",2010-09-05,13.68,5.492,9.35,2010,9,13.68,5.492,9.35
"NWT","d1","cr23x",2010-09-06,5.926,-2.32,2.182,2010,9,5.926,-2.32,2.182
"NWT","d1","cr23x",2010-09-07,14.09,1.906,6.71,2010,9,14.09,1.906,6.71
"NWT","d1","cr23x",2010-09-08,12.38,2.977,5.408,2010,9,12.38,2.977,5.408
"NWT","d1","cr23x",2010-09-09,13.59,1.231,6.174,2010,9,13.59,1.231,6.174
"NWT","d1","cr23x",2010-09-10,3.845,-1.872,0.538,2010,9,3.845,-1.872,0.538
"NWT","d1","cr23x",2010-09-11,10.39,-2.523,3.358,2010,9,10.39,-2.523,3.358
"NWT","d1","cr23x",2010-09-12,11.91,1.714,5.978,2010,9,11.91,1.714,5.978
"NWT","d1","cr23x",2010-09-13,12.17,4.457,7.47,2010,9,12.17,4.457,7.47
"NWT","d1","cr23x",2010-09-14,14.06,4.926,8.7,2010,9,14.06,4.926,8.7
"NWT","d1","cr23x",2010-09-15,11.63,1.941,6.155,2010,9,11.63,1.941,6.155
"NWT","d1","cr23x",2010-09-16,12.99,1.459,7.47,2010,9,12.99,1.459,7.47
"NWT","d1","cr23x",2010-09-17,15.07,4.557,9.26,2010,9,15.07,4.557,9.26
"NWT","d1","cr23x",2010-09-18,15.69,6.076,10.1,2010,9,15.69,6.076,10.1
"NWT","d1","cr23x",2010-09-19,18.28,6.967,11.04,2010,9,18.28,6.967,11.04
"NWT","d1","cr23x",2010-09-20,12.3,4.383,8.07,2010,9,12.3,4.383,8.07
"NWT","d1","cr23x",2010-09-21,13.51,3.427,7.45,2010,9,13.51,3.427,7.45
"NWT","d1","cr23x",2010-09-22,10.12,0.376,4.617,2010,9,10.12,0.376,4.617
"NWT","d1","cr23x",2010-09-23,2.763,-2.037,0.313,2010,9,2.763,-2.037,0.313
"NWT","d1","cr23x",2010-09-24,9.74,-0.399,4.043,2010,9,9.74,-0.399,4.043
"NWT","d1","cr23x",2010-09-25,12.92,2.374,6.667,2010,9,12.92,2.374,6.667
"NWT","d1","cr23x",2010-09-26,15.95,5.254,10.48,2010,9,15.95,5.254,10.48
"NWT","d1","cr23x",2010-09-27,15.2,6.899,9.76,2010,9,15.2,6.899,9.76
"NWT","d1","cr23x",2010-09-28,16.13,7.04,10.87,2010,9,16.13,7.04,10.87
"NWT","d1","cr23x",2010-09-29,14.45,1.22,8.08,2010,9,14.45,1.22,8.08
"NWT","d1","cr23x",2010-09-30,13.54,1.254,8.35,2010,9,13.54,1.254,8.35
"NWT","d1","cr23x",2010-10-01,14.14,0.393,6.657,2010,10,14.14,0.393,6.657
"NWT","d1","cr23x",2010-10-02,11.77,-0.028,5.211,2010,10,11.77,-0.028,5.211
"NWT","d1","cr23x",2010-10-03,12.83,3.338,6.599,2010,10,12.83,3.338,6.599
